id	contentType	sourceRef	partNo	chapterNo	sectionNo	topicNo	parenNo	bracketNo	itemNo	title	answer	level	examYears	requiredKeywords	optionalKeywords	tags	isActive	checkStatus
p01-c02-013	ETHIC	윤리기준 100.2	1	2	3	1	4		1	3단계의 윤리강령 준수절차	1단계: 위협의 종류 파악\n2단계: 위협의 심각성 평가\n3단계: 해당 위협을 제거하거나 수용가능한 수준 이하로 감소시키기 위한 제도적 안전장치를 적용(위협이 명백하게 경미한 경우는 제외)\n\n위협이 존재한다는 이유만으로 바로 독립성이 훼손된 것은 아니며, 위협이 존재할 경우 그 심각성에 따라서 독립성이 훼손될 수도 있고 아닐 수도 있다는 점에 유의하여야 함\n3단계와 관련하여 적절한 안전장치를 적용할 수 없는 경우에는 해당 직무의 수행을 거절하거나 중단하여야 하며, 필요한 경우 해당 의뢰인(개업공인회계사)과의 관계를 중단하거나, 또는 본인을 고용하고 있는 조직(비개업공인회계사)으로부터 사임하여야 함	2		위협의 종류 파악,위협의 심각성 평가,제도적 안전장치,수용가능한 수준,명백하게 경미	직무 수행 거절,중단,관계 중단,사임	1편;2장;윤리기준	TRUE	CONFIRMED
p01-c02-014	ETHIC	윤리기준 100.12	1	2	3	1	5	1	1	한국공인회계사회 또는 법규상 안전장치	① 교육, 훈련 및 실무경험 등 공인회계사 등록에 요구되는 사항(등록 및 갱신제도)\n② 계속적 전문가적 개발에 대한 요구사항(연수제도)\n③ 내부감시기구에 대한 규정\n④ 전문적 기준(공인회계사윤리기준)\n⑤ 한국공인회계사회 또는 감독기관의 모니터링 및 제재 절차\n⑥ 공인회계사가 작성한 보고서, 신고서, 통신문 또는 기타 정보에 대하여 법적 권한을 가진 제3자가 수행하는 외부 감리(감리제도)	4		한국공인회계사회,법규상 안전장치,등록 및 갱신제도,연수제도,내부감시기구,전문적 기준	모니터링,제재 절차,외부 감리,감리제도	1편;2장;윤리기준	TRUE	CONFIRMED
p01-c02-015	ETHIC	윤리기준 200.12~13	1	2	3	1	5	2	1	업무환경내 안전장치	회계법인 전체의 안전장치\n- 윤리강령준수의 중요성을 강조하는 회계법인의 경영방침\n- 윤리강령의 준수를 요구하는 문서화된 내부 정책과 절차 등\n\n개별업무의 안전장치\n- 수행된 업무를 재검토하거나 필요한 조언을 제공하는 역할을 수행할 공인회계사를 추가로 투입\n- 독립된 이사들로 구성된 위원회, 한국공인회계사회 또는 타 공인회계사와 같은 독립적인 제3자에 대한 자문 요청 등	4		업무환경내 안전장치,회계법인 전체의 안전장치,개별업무의 안전장치,윤리강령 준수,내부 정책과 절차	업무 재검토,조언 제공,독립적인 제3자 자문	1편;2장;윤리기준	TRUE	CONFIRMED
p01-c02-016	ETHIC	윤리기준 200.14~15	1	2	3	1	5	3	1	의뢰인 조직 및 절차내에 마련된 안전장치	- 회계법인의 선임시 경영자 이외의 다른 사람이 이를 추인하거나 승인하는 절차\n- 경영의사결정을 할 수 있는 경험과 연륜을 갖춘 적격한 인력의 보유\n- 비인증업무를 수행하는 회계법인을 위촉함에 있어 공정한 선정을 보장하는 내부절차의 수행\n- 회계법인이 제공하는 업무에 관하여 적절한 감독과 의사소통기능을 수행하는 내부감시기구의 유지	4		의뢰인 조직,안전장치,경영자 이외의 승인,적격한 인력,공정한 선정	내부절차,감독,의사소통기능,내부감시기구	1편;2장;윤리기준	TRUE	CONFIRMED
p01-c02-017	ETHIC		1	2	3	2			1	상황별 안전장치(대응절차)	(1) 윤리적 갈등\n① 회계법인내의 적절한 타 구성원에게 해결책을 얻기 위하여 도움을 요청함\n② 회계법인내의 이사회나 감사위원회와 같은 내부감시기구에 갈등과 관련된 사안에 대하여 자문을 구함\n③ 한국공인회계사회 또는 법률전문가에게 조언을 요청함\n④ 위의 절차를 통해서도 갈등이 해결되지 않는 경우, 갈등을 일으키는 사안과의 연관을 거부함(업무철수, 업무수임거절 또는 사임 고려)\n\n(2) 이해상충\n공정 강령과 비밀유지 강령에 위협이 발생할 수 있음\n기본적 안전장치: 모든 의뢰인에게 이해상충이 될 수 있는 상황을 통보하고 이러한 상황에 대하여 모든 의뢰인의 동의를 얻음\n추가적 안전장치: 업무수행팀의 분리 운영, 정보에 대한 접근금지, 업무수행팀 구성원에게 기밀유지와 보안문제에 대한 명확한 지침 제공, 회계법인의 파트너와 직원에게 기밀유지약정서에 대한 서명 요구, 안전장치의 적용상황에 대한 정기적 검토 실시\n\n(3) 제2의견\n의뢰인은 그 목적달성을 위하여 본인에게 유리한 사실관계나 자료만을 제공할 가능성이 있으므로 전문가적 적격성과 정당한 주의 강령에 위협이 발생할 수 있음. 공인회계사는 제2의견을 제공할 때 의뢰인에게 기존 공인회계사와 논의를 허용해 줄 것을 요청하고, 제2의견 표명의 한계를 설명하며, 기존 공인회계사에게 제2의견의 사본을 제공함\n\n(4) 광고\n공인회계사윤리기준은 광고는 허용하되 과장광고와 부당비교광고는 허용하지 않는다.\n\n(5) 의뢰인 자산의 보관\n공정 강령과 전문가적 품위 강령 준수에 대한 이기적 위협이 발생할 수 있으므로 안전장치를 마련한다.\n\n(6) 알선수수료\n공정 강령과 전문가적 적격성과 정당한 주의의무 강령 준수에 대한 이기적 위협이 발생할 수 있으며, 그 위협은 심각한 수준에 해당하므로 안전장치가 존재하지 않음\n\n(7) 선물과 접대\n선물이나 접대를 받을 경우 이기적 위협, 압력위협, 유착위협 등이 발생할 수 있다.	1		안전장치,대응절차,윤리적 갈등,이해상충,제2의견,광고	의뢰인 자산의 보관,알선수수료,선물과 접대	1편;2장;윤리기준	TRUE	NEEDS_CHECK
p01-c02-018	ETHIC	윤리기준 150.2	1	2	3	2	4		1	금지되는 광고	① 제공하는 서비스, 보유한 자격의 내용 또는 업무경력에 대한 과장된 주장\n② 입증되지 아니한 비교결과를 인용하여 다른 공인회계사의 업무를 비난하는 행위	1		금지되는 광고,과장된 주장,서비스,자격,업무경력,입증되지 아니한 비교결과	다른 공인회계사 비난	1편;2장;윤리기준;광고	TRUE	CONFIRMED
p01-c02-019	ETHIC	윤리기준 260; 윤리기준 290	1	2	3	2	7		1	선물이나 접대를 받을 경우 발생할 수 있는 위협의 종류	문단 260(선물과 접대)\n1) 위협의 종류: 이기적 위협, 압력위협\n2) 위협의 대상: 공정강령 준수\n\n문단 290(독립성-인증업무)\n1) 위협의 종류: 이기적 위협, 유착위협\n2) 위협의 대상: 공정강령(독립성) 준수\n\n선물을 받은 사실이 공개될 가능성 때문에 발생	3		선물과 접대,이기적 위협,압력위협,유착위협,공정강령	독립성,인증업무	1편;2장;윤리기준;선물과접대	TRUE	CONFIRMED
p01-c02-020	ETHIC		1	2	3	2	7		2	선물과 접대의 정도에 따른 공인회계사의 대응	1) 심각한 위협이 발생하는 경우: 비인증업무 수행시 받아서는 안 됨, 인증업무 수행시 받아서는 안 됨\n2) 심각한 위협 × & 명백하게 경미 ×: 비인증업무 수행시 받을 수는 있으나 안전장치 마련, 인증업무 수행시 받아서는 안 됨\n3) 명백하게 경미한 경우: 비인증업무 수행시 받을 수 있음, 인증업무 수행시 받을 수 있음\n\n해당 위협이 안전장치에 의해서도 제거되거나 수용가능한 수준 이하로 감소되지 아니한 경우를 심각한 위협이 발생하는 경우라고 한다.\n명백하게 경미한 경우란 제의받은 선물이나 접대가 관련 상황을 잘 알고 있는 합리적인 제3자에 의하여 명백하게 경미한 것으로 판단되는 경우로서, 제의받은 선물이나 접대가 의사결정에 영향을 미치거나 정보를 획득하기 위하여 특별히 의도된 것이 아니고 사업상의 통상적인 과정에서 제공된 경우를 말한다.	3		심각한 위협,명백하게 경미,비인증업무,인증업무,받아서는 안 됨	안전장치 마련,받을 수 있음,합리적인 제3자	1편;2장;윤리기준;선물과접대	TRUE	CONFIRMED
p01-c02-021	LAW	외부감사법; 자본시장법; 공정거래법	1	2	4	1	1		1	감사인의 범위	1) 회계법인, 감사반: 주식회사 등의 외부감사에 관한 법률, 자본시장과 금융투자업에 관한 법률 등\n2) 회계법인, 감사반 및 개인공인회계사: 독점규제 및 공정거래에 관한 법률 등	4		감사인의 범위,회계법인,감사반,개인공인회계사	외부감사법,자본시장법,공정거래법	1편;2장;감사인	TRUE	CONFIRMED
p01-c02-022	LAW	외부감사법	1	2	4	1	2		1	감사반의 감사업무제한	① 주권상장법인, 대형비상장주식회사, 금융회사에 대한 감사\n② 감사인 지정\n\n이유: 감사반은 회계법인처럼 엄격한 품질관리를 하는 데 한계가 있고, 회계법인에 비해 손해배상능력도 상대적으로 낮기 때문임	4		감사반,감사업무제한,주권상장법인,대형비상장주식회사,금융회사	감사인 지정,품질관리,손해배상능력	1편;2장;감사인	TRUE	CONFIRMED
p01-c02-023	LAW	외부감사법 §9-2	1	2	4	1	3		1	외부감사법(§9-2)(주권상장법인 감사인의 등록 및 취소)	제9조(감사인의 자격제한 등)에도 불구하고 주권상장법인의 감사인이 되려는 자는 다음 각 호의 요건을 모두 갖추어 금융위원회에 등록하여야 한다.\n1. 공인회계사법 제24조에 따라 금융위원회에 등록된 회계법인일 것\n2. 감사품질 확보를 위하여 금융위원회가 정하는 바에 따른 충분한 인력, 예산, 그 밖의 물적 설비를 갖출 것\n3. 감사품질 관리를 위한 사후 심리체계, 보상체계, 업무방법, 그 밖에 금융위원회가 정하는 요건을 갖출 것	4		주권상장법인 감사인,등록,금융위원회,회계법인,충분한 인력	예산,물적 설비,사후 심리체계,보상체계,업무방법	1편;2장;외부감사법	TRUE	CONFIRMED
p01-c02-024	ETHIC	윤리기준 용어의 정의	1	2	4	2	2	1	1	정신적 독립성과 외관상 독립성의 정의	정신적 독립성(=실질적 독립성)\n전문가적 판단을 손상시키는 요인에 영향을 받지 않고 의견을 표명할 수 있는 정신적 상태로서, 개인으로 하여금 성실하게 행동하고 공정함(객관성)을 유지하며 전문가적인 의구심을 발휘하도록 하는 것\n\n외관상 독립성(=형식적 독립성)\n합리적인 제3자가 회계법인 또는 인증업무팀의 구성원에 대한 성실성, 공정(객관성) 또는 전문가적 의구심이 손상된 것으로 판단하게 만드는 중요한 사실이나 상황을 회피하게 하는 것	4		정신적 독립성,외관상 독립성,실질적 독립성,형식적 독립성,전문가적 판단,성실성	공정성,객관성,전문가적 의구심,합리적인 제3자	1편;2장;독립성	TRUE	CONFIRMED
p01-c02-025	ETHIC		1	2	4	2	2	2	1	정신적 독립성과 외관상 독립성간의 관계	① 정신적 독립성은 실질적 독립성으로서 외관상 독립성보다 더 중요하다.\n② 그러나 정신적 독립성은 확인할 수가 없으므로 외관상 독립성은 독립성에 대한 최소한의 전제조건이다.\n③ 그렇다고 외관상 독립성의 충족이 정신적 독립성의 충족을 의미하는 것은 아니다.\n④ 그러므로 정신적 독립성과 외관상 독립성은 모두 충족되어야 한다.	3		정신적 독립성,외관상 독립성,실질적 독립성,최소한의 전제조건	모두 충족	1편;2장;독립성	TRUE	CONFIRMED
p01-c03-001	GENERAL	공인회계사법; 공인회계사윤리기준	1	3	1				1	독립성에 대한 공인회계사법과 공인회계사윤리기준의 비교	1) 독립성 훼손위협 상황의 범위\n공인회계사법: 독립성의 훼손으로 감사업무를 수행할 수 없는 상황만 규정\n공인회계사윤리기준: 다음을 모두 규정\n① 독립성의 훼손으로 감사업무를 수행할 수 없는 상황\n② 독립성의 훼손위협이 심각하지 않아 안전장치를 마련할 경우 감사업무를 수행할 수 있는 상황\n\n2) 위협의 종류\n공인회계사법: 언급 없음\n공인회계사윤리기준: 다양하게 언급\n\n3) 독립성 훼손의 판단대상\n공인회계사법: 회계법인의 직무제한을 규정한 제33조는 회계법인, 사원과 그 배우자에 대해서만 직무제한 규정 적용\n공인회계사윤리기준: 명확하지 않음	5		공인회계사법,공인회계사윤리기준,독립성 훼손위협	감사업무 수행 불가,안전장치,위협의 종류,판단대상	1편;3장;독립성	TRUE	CONFIRMED
p01-c03-002	LAW	공인회계사법 §33	1	3	1				2	공인회계사법 제33조	대상: 회계법인, 사원과 그 배우자\n위배시: 감사업무 수임 불가\n\n이기적\n1) 회계법인, 회계법인의 사원 또는 그 배우자가 주식을 소유하고 있는 회사\n2) 회계법인 또는 회계법인의 사원에게 직무를 수행하는 대가로 자기 회사의 주식·신주인수권부사채·전환사채 또는 주식매수선택권을 제공하였거나 제공하기로 한 회사\n3) 회계법인과 1억원 이상 또는 회계법인의 사원 또는 그 배우자와 채권·채무관계에 있는 회사\n4) 회계법인에게 무상 또는 현저히 낮은 대가로 공인회계사 사무소 또는 영업용 차량을 제공하고 있는 회사\n5) 회계법인 또는 회계법인의 사원에게 공인회계사 업무 외의 업무로 인하여 계속적인 보수를 지급하거나 기타 경제상의 특별한 이익을 제공하고 있는 회사\n\n유착\n1) 회계법인의 사원 또는 그 배우자가 임원이나 그에 준하는 직위에 있거나, 과거 1년 이내에 그러한 직위에 있었던 자\n2) 회계법인의 사원 또는 그 배우자가 그 직원이거나 과거 1년 이내에 직원이었던 사람\n3) 과거 1년 이내에 자기의 재무제표 등에 대하여 감사업무를 행한 회계법인의 담당사원 또는 그 배우자가 임원이나 그에 준하는 직위에 있는 회사\n\n자기검토\n회계법인은 감사계약기간 중에 감사대상회사에게 다음의 업무(비감사업무)를 제공할 수 없다.\n1) 회계기록과 재무제표의 작성\n2) 재무제표에 계상되는 보험충당부채 금액 산출과 관련되는 보험계리업무\n3) 재무정보체계의 구축 또는 운영\n4) 자산·자본, 그 밖의 권리 등을 매도 또는 매수하기 위한 다음 각 목의 업무: 자산등에 대한 실사·재무보고·가치평가, 자산등의 매도·매수거래 또는 계약의 타당성에 대한 의견제시\n5) 자금조달·투자 관련 알선 및 중개업무\n6) 내부감사업무의 대행\n7) 중요한 자산의 처분 및 양도, 지배인의 선임 또는 해임 등 경영에 관한 의사결정으로서 임원이나 이에 준하는 직위의 역할에 해당하는 업무\n8) 인사 및 조직 등에 관한 지원업무\n9) 민·형사 소송에 대한 자문업무\n10) 그 밖에 재무제표의 감사 또는 증명업무와 이해상충의 소지가 있는 것으로서 대통령령으로 정하는 업무	1		공인회계사법 제33조,이기적 위협,유착위협,자기검토위협,감사업무 수임 불가,회계법인	사원,배우자,비감사업무	1편;3장;공인회계사법	TRUE	NEEDS_CHECK
